Question,Answer,Category
A transportation operates with a constant speed of 633 km/h. How long will it take to travel a distance of 934 kilometers in minutes?,89,Application
"If a flight takes off at 11 PM and the duration of the flight is 9 hours, at what time will it land?",8:00 AM,Application
"If a man starts doing homework at 1 AM and finishes at 12 PM, how many hours did he spend on homework?",23 hours,Application
"If a man was 3 years 3 months old when he joined school and now he is 8 years 0 month old, for how long has he been in school?",4 years 9 months,Application
"If a boy takes a leave of 22 days starting from Sunday, 19 March, on which day may the leave end?","Monday, 10 April 2023",Application
"If a woman was 6 years 3 months old when she joined school and now she is 14 years 9 months old, for how long has she been in school?",8 years 6 months,Application
A transportation operates with a constant speed of 302 km/h. How long will it take to travel a distance of 626 kilometers in minutes?,124,Application
"If a man walks at a speed of 6 km/hr and after every km, he takes a rest for 4 minutes, how many minutes will it take he to cover 8 km?",108,Application
"If a woman takes a leave of 30 days starting from Thursday, 04 May, on which day may the leave end?","Saturday, 03 June 2023",Application
"If a flight takes off at 1 PM and the duration of the flight is 14 hours, at what time will it land?",3:00 AM,Application
"If a man walks at a speed of 15 km/hr and after every km, he takes a rest for 5 minutes, how many minutes will it take he to cover 4 km?",31,Application
"If a woman is advised to take medicine every 114 minutes, how many times will she take the medicine in a day?",12,Application
A transportation operates with a constant speed of 255 km/h. How long will it take to travel a distance of 829 kilometers in minutes?,195,Application
A transportation operates with a constant speed of 537 km/h. How long will it take to travel a distance of 786 kilometers in minutes?,88,Application
"If a boy was 4 years 8 months old when he joined school and now he is 6 years 5 months old, for how long has he been in school?",1 year 9 months,Application
"If a flight takes off at 11 AM and the duration of the flight is 9 hours, at what time will it land?",8:00 PM,Application
"If a girl takes a leave of 21 days starting from Thursday, 17 August, on which day may the leave end?","Thursday, 07 September 2023",Application
"If a man was 7 years 0 month old when he joined school and now he is 8 years 8 months old, for how long has he been in school?",1 year 8 months,Application
"If a girl takes a leave of 19 days starting from Thursday, 19 January, on which day may the leave end?","Tuesday, 07 February 2023",Application
"If a girl walks at a speed of 13 km/hr and after every km, she takes a rest for 3 minutes, how many minutes will it take she to cover 8 km?",57,Application
"If a woman was 3 years 11 months old when she joined school and now she is 5 years 1 month old, for how long has she been in school?",1 year 2 months,Application
"If a girl walks at a speed of 14 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 8 km?",69,Application
"If a flight takes off at 3 PM and the duration of the flight is 5 hours, at what time will it land?",8:00 PM,Application
"If a woman takes a leave of 25 days starting from Saturday, 02 December, on which day may the leave end?","Wednesday, 27 December 2023",Application
"If a flight takes off at 5 PM and the duration of the flight is 15 hours, at what time will it land?",8:00 AM,Application
"If a woman walks at a speed of 14 km/hr and after every km, she takes a rest for 3 minutes, how many minutes will it take she to cover 9 km?",62,Application
"If a girl walks at a speed of 14 km/hr and after every km, she takes a rest for 1 minute, how many minutes will it take she to cover 10 km?",51,Application
"If a flight takes off at 12 PM and the duration of the flight is 14 hours, at what time will it land?",2:00 AM,Application
"If a flight takes off at 8 AM and the duration of the flight is 6 hours, at what time will it land?",2:00 PM,Application
A transportation operates with a constant speed of 676 km/h. How long will it take to travel a distance of 184 kilometers in minutes?,16,Application
"If a girl walks at a speed of 15 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 9 km?",76,Application
"If a flight takes off at 6 AM and the duration of the flight is 1 hour, at what time will it land?",7:00 AM,Application
"If a flight takes off at 3 AM and the duration of the flight is 16 hours, at what time will it land?",7:00 PM,Application
"If a girl walks at a speed of 7 km/hr and after every km, she takes a rest for 1 minute, how many minutes will it take she to cover 7 km?",66,Application
"If a boy was 3 years 10 months old when he joined school and now he is 9 years 4 months old, for how long has he been in school?",5 years 6 months,Application
"If a woman was 5 years 3 months old when she joined school and now she is 10 years 3 months old, for how long has she been in school?",5 years 0 month,Application
"If a boy takes a leave of 10 days starting from Wednesday, 18 October, on which day may the leave end?","Saturday, 28 October 2023",Application
"If a boy was 3 years 11 months old when he joined school and now he is 7 years 7 months old, for how long has he been in school?",3 years 8 months,Application
"If a woman starts doing homework at 7 AM and finishes at 11 PM, how many hours did she spend on homework?",16 hours,Application
"If a boy takes a leave of 12 days starting from Wednesday, 15 February, on which day may the leave end?","Monday, 27 February 2023",Application
A transportation operates with a constant speed of 446 km/h. How long will it take to travel a distance of 852 kilometers in minutes?,115,Application
"If a boy walks at a speed of 9 km/hr and after every km, he takes a rest for 3 minutes, how many minutes will it take he to cover 6 km?",55,Application
A transportation operates with a constant speed of 782 km/h. How long will it take to travel a distance of 1831 kilometers in minutes?,140,Application
"If a flight takes off at 6 PM and the duration of the flight is 15 hours, at what time will it land?",9:00 AM,Application
A transportation operates with a constant speed of 633 km/h. How long will it take to travel a distance of 1764 kilometers in minutes?,167,Application
"If a flight takes off at 7 AM and the duration of the flight is 16 hours, at what time will it land?",11:00 PM,Application
"If a boy takes a leave of 16 days starting from Tuesday, 03 January, on which day may the leave end?","Thursday, 19 January 2023",Application
"If a man was 3 years 9 months old when he joined school and now he is 5 years 2 months old, for how long has he been in school?",1 year 5 months,Application
"If a woman walks at a speed of 12 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 8 km?",75,Application
"If a woman takes a leave of 27 days starting from Thursday, 21 September, on which day may the leave end?","Wednesday, 18 October 2023",Application
A transportation operates with a constant speed of 183 km/h. How long will it take to travel a distance of 1263 kilometers in minutes?,414,Application
"If a boy is advised to take medicine every 169 minutes, how many times will he take the medicine in a day?",8,Application
"If a boy was 3 years 3 months old when he joined school and now he is 8 years 1 month old, for how long has he been in school?",4 years 10 months,Application
"If a woman was 4 years 5 months old when she joined school and now she is 13 years 8 months old, for how long has she been in school?",9 years 3 months,Application
"If a flight takes off at 9 PM and the duration of the flight is 1 hour, at what time will it land?",10:00 PM,Application
"If a boy takes a leave of 13 days starting from Saturday, 23 September, on which day may the leave end?","Friday, 06 October 2023",Application
"If a boy was 4 years 2 months old when he joined school and now he is 5 years 10 months old, for how long has he been in school?",1 year 8 months,Application
"If a girl starts doing homework at 8 AM and finishes at 9 PM, how many hours did she spend on homework?",13 hours,Application
"If a man walks at a speed of 10 km/hr and after every km, he takes a rest for 2 minutes, how many minutes will it take he to cover 4 km?",30,Application
A transportation operates with a constant speed of 551 km/h. How long will it take to travel a distance of 765 kilometers in minutes?,83,Application
"If a girl was 4 years 2 months old when she joined school and now she is 9 years 6 months old, for how long has she been in school?",5 years 4 months,Application
"If a girl takes a leave of 19 days starting from Friday, 06 October, on which day may the leave end?","Wednesday, 25 October 2023",Application
"If a girl takes a leave of 2 days starting from Thursday, 28 September, on which day may the leave end?","Saturday, 30 September 2023",Application
"If a woman takes a leave of 19 days starting from Thursday, 30 November, on which day may the leave end?","Tuesday, 19 December 2023",Application
"If a man takes a leave of 5 days starting from Friday, 14 April, on which day may the leave end?","Wednesday, 19 April 2023",Application
"If a flight takes off at 10 PM and the duration of the flight is 1 hour, at what time will it land?",11:00 PM,Application
"If a flight takes off at 11 PM and the duration of the flight is 12 hours, at what time will it land?",11:00 AM,Application
"If a girl walks at a speed of 9 km/hr and after every km, she takes a rest for 2 minutes, how many minutes will it take she to cover 7 km?",58,Application
A transportation operates with a constant speed of 71 km/h. How long will it take to travel a distance of 731 kilometers in minutes?,618,Application
"If a flight takes off at 1 AM and the duration of the flight is 9 hours, at what time will it land?",10:00 AM,Application
"If a boy starts doing homework at 3 AM and finishes at 6 PM, how many hours did he spend on homework?",15 hours,Application
A transportation operates with a constant speed of 789 km/h. How long will it take to travel a distance of 1477 kilometers in minutes?,112,Application
"If a man is advised to take medicine every 80 minutes, how many times will he take the medicine in a day?",18,Application
"If a boy was 3 years 4 months old when he joined school and now he is 7 years 3 months old, for how long has he been in school?",3 years 11 months,Application
"If a girl takes a leave of 15 days starting from Monday, 02 January, on which day may the leave end?","Tuesday, 17 January 2023",Application
"If a man takes a leave of 13 days starting from Sunday, 31 December, on which day may the leave end?","Saturday, 13 January 2024",Application
A transportation operates with a constant speed of 341 km/h. How long will it take to travel a distance of 1541 kilometers in minutes?,271,Application
"If a flight takes off at 12 PM and the duration of the flight is 8 hours, at what time will it land?",8:00 PM,Application
"If a man walks at a speed of 5 km/hr and after every km, he takes a rest for 1 minute, how many minutes will it take he to cover 8 km?",103,Application
A transportation operates with a constant speed of 759 km/h. How long will it take to travel a distance of 1695 kilometers in minutes?,134,Application
"If a flight takes off at 11 AM and the duration of the flight is 6 hours, at what time will it land?",5:00 PM,Application
"If a woman takes a leave of 23 days starting from Friday, 28 April, on which day may the leave end?","Sunday, 21 May 2023",Application
"if a man starts doing homework at 12 AM and finishes at 6 PM, how many hours did he spend on homework?",18 hours,Application
A transportation operates with a constant speed of 121 km/h. How long will it take to travel a distance of 1554 kilometers in minutes?,771,Application
"If a boy is advised to take medicine every 47 minutes, how many times will he take the medicine in a day?",30,Application
"If a girl walks at a speed of 15 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 10 km?",85,Application
A transportation operates with a constant speed of 87 km/h. How long will it take to travel a distance of 1636 kilometers in minutes?,1128,Application
A transportation operates with a constant speed of 214 km/h. How long will it take to travel a distance of 752 kilometers in minutes?,211,Application
"If a woman takes a leave of 24 days starting from Wednesday, 18 January, on which day may the leave end?","Saturday, 11 February 2023",Application
"If a man takes a leave of 2 days starting from Monday, 13 February, on which day may the leave end?","Wednesday, 15 February 2023",Application
A transportation operates with a constant speed of 246 km/h. How long will it take to travel a distance of 1976 kilometers in minutes?,482,Application
"If a woman walks at a speed of 10 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 8 km?",83,Application
"If a man takes a leave of 3 days starting from Thursday, 21 December, on which day may the leave end?","Sunday, 24 December 2023",Application
"If a man takes a leave of 5 days starting from Monday, 28 August, on which day may the leave end?","Saturday, 02 September 2023",Application
"If a man walks at a speed of 5 km/hr and after every km, he takes a rest for 2 minutes, how many minutes will it take he to cover 10 km?",138,Application
"If a flight takes off at 6 AM and the duration of the flight is 7 hours, at what time will it land?",1:00 PM,Application
"If a girl was 7 years 11 months old when she joined school and now she is 10 years 0 month old, for how long has she been in school?",2 years 1 month,Application
A transportation operates with a constant speed of 483 km/h. How long will it take to travel a distance of 1280 kilometers in minutes?,159,Application
A transportation operates with a constant speed of 88 km/h. How long will it take to travel a distance of 1627 kilometers in minutes?,1109,Application
A transportation operates with a constant speed of 384 km/h. How long will it take to travel a distance of 1280 kilometers in minutes?,200,Application
A transportation operates with a constant speed of 604 km/h. How long will it take to travel a distance of 282 kilometers in minutes?,28,Application
"If a woman walks at a speed of 13 km/hr and after every km, she takes a rest for 1 minute, how many minutes will it take she to cover 5 km?",27,Application
A transportation operates with a constant speed of 481 km/h. How long will it take to travel a distance of 1073 kilometers in minutes?,134,Application
A transportation operates with a constant speed of 280 km/h. How long will it take to travel a distance of 188 kilometers in minutes?,40,Application
"If a woman was 7 years 3 months old when she joined school and now she is 12 years 11 months old, for how long has she been in school?",5 years 8 months,Application
"If a boy takes a leave of 25 days starting from Wednesday, 06 September, on which day may the leave end?","Sunday, 01 October 2023",Application
"If a man takes a leave of 20 days starting from Sunday, 26 March, on which day may the leave end?","Saturday, 15 April 2023",Application
"If a woman was 6 years 5 months old when she joined school and now she is 14 years 3 months old, for how long has she been in school?",7 years 10 months,Application
"If a man was 7 years 9 months old when he joined school and now he is 8 years 11 months old, for how long has he been in school?",1 year 2 months,Application
"If a woman takes a leave of 20 days starting from Thursday, 23 March, on which day may the leave end?","Wednesday, 12 April 2023",Application
"If a man was 5 years 4 months old when he joined school and now he is 9 years 3 months old, for how long has he been in school?",3 years 11 months,Application
"If a man walks at a speed of 12 km/hr and after every km, he takes a rest for 1 minute, how many minutes will it take he to cover 7 km?",41,Application
"If a girl is advised to take medicine every 93 minutes, how many times will she take the medicine in a day?",15,Application
A transportation operates with a constant speed of 762 km/h. How long will it take to travel a distance of 1380 kilometers in minutes?,109,Application
"If a man walks at a speed of 13 km/hr and after every km, he takes a rest for 4 minutes, how many minutes will it take he to cover 5 km?",39,Application
A transportation operates with a constant speed of 751 km/h. How long will it take to travel a distance of 1873 kilometers in minutes?,150,Application
"If a man takes a leave of 18 days starting from Saturday, 13 May, on which day may the leave end?","Wednesday, 31 May 2023",Application
"If a man walks at a speed of 10 km/hr and after every km, he takes a rest for 2 minutes, how many minutes will it take he to cover 9 km?",70,Application
"If a boy takes a leave of 20 days starting from Friday, 24 February, on which day may the leave end?","Thursday, 16 March 2023",Application
A transportation operates with a constant speed of 748 km/h. How long will it take to travel a distance of 1749 kilometers in minutes?,140,Application
"If a boy was 5 years 4 months old when he joined school and now he is 14 years 10 months old, for how long has he been in school?",9 years 6 months,Application
A transportation operates with a constant speed of 51 km/h. How long will it take to travel a distance of 740 kilometers in minutes?,871,Application
A transportation operates with a constant speed of 156 km/h. How long will it take to travel a distance of 1120 kilometers in minutes?,431,Application
"If a man was 6 years 0 month old when he joined school and now he is 13 years 0 month old, for how long has he been in school?",7 years 0 month,Application
"If a flight takes off at 5 PM and the duration of the flight is 14 hours, at what time will it land?",7:00 AM,Application
A transportation operates with a constant speed of 157 km/h. How long will it take to travel a distance of 853 kilometers in minutes?,326,Application
"If a flight takes off at 8 PM and the duration of the flight is 13 hours, at what time will it land?",9:00 AM,Application
"If a boy walks at a speed of 8 km/hr and after every km, he takes a rest for 1 minute, how many minutes will it take he to cover 4 km?",33,Application
"If a woman was 4 years 4 months old when she joined school and now she is 7 years 1 month old, for how long has she been in school?",2 years 9 months,Application
"If a man was 5 years 11 months old when he joined school and now he is 6 years 3 months old, for how long has he been in school?",0 years 4 months,Application
A transportation operates with a constant speed of 627 km/h. How long will it take to travel a distance of 1774 kilometers in minutes?,170,Application
"If a girl takes a leave of 18 days starting from Thursday, 13 April, on which day may the leave end?","Monday, 01 May 2023",Application
"If a man was 3 years 1 month old when he joined school and now he is 13 years 1 month old, for how long has he been in school?",10 years 0 month,Application
"If a man takes a leave of 30 days starting from Saturday, 30 September, on which day may the leave end?","Monday, 30 October 2023",Application
A transportation operates with a constant speed of 154 km/h. How long will it take to travel a distance of 1356 kilometers in minutes?,528,Application
"If a flight takes off at 10 AM and the duration of the flight is 3 hours, at what time will it land?",1:00 PM,Application
A transportation operates with a constant speed of 363 km/h. How long will it take to travel a distance of 367 kilometers in minutes?,61,Application
"If a woman takes a leave of 19 days starting from Sunday, 19 November, on which day may the leave end?","Friday, 08 December 2023",Application
"If a girl takes a leave of 5 days starting from Thursday, 25 May, on which day may the leave end?","Tuesday, 30 May 2023",Application
"If a woman takes a leave of 8 days starting from Tuesday, 06 June, on which day may the leave end?","Wednesday, 14 June 2023",Application
A transportation operates with a constant speed of 686 km/h. How long will it take to travel a distance of 1700 kilometers in minutes?,149,Application
"If a flight takes off at 7 PM and the duration of the flight is 7 hours, at what time will it land?",2:00 AM,Application
"If a flight takes off at 3 PM and the duration of the flight is 11 hours, at what time will it land?",2:00 AM,Application
"If a girl takes a leave of 9 days starting from Friday, 22 December, on which day may the leave end?","Sunday, 31 December 2023",Application
"If a woman was 7 years 6 months old when she joined school and now she is 14 years 2 months old, for how long has she been in school?",6 years 8 months,Application
A transportation operates with a constant speed of 406 km/h. How long will it take to travel a distance of 291 kilometers in minutes?,43,Application
"If a man takes a leave of 2 days starting from Sunday, 15 January, on which day may the leave end?","Tuesday, 17 January 2023",Application
"If a man walks at a speed of 10 km/hr and after every km, he takes a rest for 3 minutes, how many minutes will it take he to cover 6 km?",51,Application
"If a flight takes off at 12 PM and the duration of the flight is 12 hours, at what time will it land?",12:00 AM,Application
"If a boy takes a leave of 21 days starting from Monday, 11 December, on which day may the leave end?","Monday, 01 January 2024",Application
"If a boy walks at a speed of 10 km/hr and after every km, he takes a rest for 1 minute, how many minutes will it take he to cover 9 km?",62,Application
"If a man was 3 years 11 months old when he joined school and now he is 11 years 5 months old, for how long has he been in school?",7 years 6 months,Application
A transportation operates with a constant speed of 588 km/h. How long will it take to travel a distance of 322 kilometers in minutes?,33,Application
"If a boy was 7 years 1 month old when he joined school and now he is 9 years 2 months old, for how long has he been in school?",2 years 1 month,Application
"If a man was 6 years 0 month old when he joined school and now he is 9 years 9 months old, for how long has he been in school?",3 years 9 months,Application
"If a man walks at a speed of 10 km/hr and after every km, he takes a rest for 5 minutes, how many minutes will it take he to cover 6 km?",61,Application
"If a man walks at a speed of 15 km/hr and after every km, he takes a rest for 4 minutes, how many minutes will it take he to cover 4 km?",28,Application
"If a girl walks at a speed of 12 km/hr and after every km, she takes a rest for 1 minute, how many minutes will it take she to cover 8 km?",47,Application
"If a girl walks at a speed of 12 km/hr and after every km, she takes a rest for 2 minutes, how many minutes will it take she to cover 10 km?",68,Application
A transportation operates with a constant speed of 239 km/h. How long will it take to travel a distance of 1981 kilometers in minutes?,497,Application
"If a boy was 6 years 7 months old when he joined school and now he is 14 years 10 months old, for how long has he been in school?",8 years 3 months,Application
"If a boy walks at a speed of 5 km/hr and after every km, he takes a rest for 5 minutes, how many minutes will it take he to cover 6 km?",97,Application
"If a girl walks at a speed of 9 km/hr and after every km, she takes a rest for 2 minutes, how many minutes will it take she to cover 4 km?",32,Application
"If a flight takes off at 3 AM and the duration of the flight is 7 hours, at what time will it land?",10:00 AM,Application
A transportation operates with a constant speed of 149 km/h. How long will it take to travel a distance of 1397 kilometers in minutes?,563,Application
"If a man starts doing homework at 3 AM and finishes at 8 PM, how many hours did he spend on homework?",17 hours,Application
"If a man was 3 years 3 months old when he joined school and now he is 8 years 8 months old, for how long has he been in school?",5 years 5 months,Application
"If a man is advised to take medicine every 75 minutes, how many times will he take the medicine in a day?",19,Application
A transportation operates with a constant speed of 662 km/h. How long will it take to travel a distance of 419 kilometers in minutes?,38,Application
"If a flight takes off at 12 AM and the duration of the flight is 1 hour, at what time will it land?",1:00 AM,Application
A transportation operates with a constant speed of 80 km/h. How long will it take to travel a distance of 1851 kilometers in minutes?,1388,Application
"If a girl walks at a speed of 10 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 7 km?",72,Application
"If a girl was 7 years 6 months old when she joined school and now she is 13 years 0 month old, for how long has she been in school?",5 years 6 months,Application
"If a flight takes off at 8 AM and the duration of the flight is 10 hours, at what time will it land?",6:00 PM,Application
"If a boy walks at a speed of 8 km/hr and after every km, he takes a rest for 1 minute, how many minutes will it take he to cover 10 km?",84,Application
A transportation operates with a constant speed of 245 km/h. How long will it take to travel a distance of 1141 kilometers in minutes?,279,Application
"If a flight takes off at 2 PM and the duration of the flight is 9 hours, at what time will it land?",11:00 PM,Application
"If a woman walks at a speed of 5 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 7 km?",114,Application
"If a flight takes off at 6 AM and the duration of the flight is 16 hours, at what time will it land?",10:00 PM,Application
A transportation operates with a constant speed of 774 km/h. How long will it take to travel a distance of 398 kilometers in minutes?,31,Application
"If a boy was 5 years 9 months old when he joined school and now he is 14 years 2 months old, for how long has he been in school?",8 years 5 months,Application
"If a girl takes a leave of 7 days starting from Tuesday, 14 November, on which day may the leave end?","Tuesday, 21 November 2023",Application
A transportation operates with a constant speed of 88 km/h. How long will it take to travel a distance of 961 kilometers in minutes?,655,Application
A transportation operates with a constant speed of 768 km/h. How long will it take to travel a distance of 1710 kilometers in minutes?,134,Application
"If a woman walks at a speed of 11 km/hr and after every km, she takes a rest for 1 minute, how many minutes will it take she to cover 5 km?",31,Application
"If a man is advised to take medicine every 122 minutes, how many times will he take the medicine in a day?",11,Application
A transportation operates with a constant speed of 164 km/h. How long will it take to travel a distance of 792 kilometers in minutes?,290,Application
"If a woman was 5 years 1 month old when she joined school and now she is 8 years 2 months old, for how long has she been in school?",3 years 1 month,Application
"If a boy walks at a speed of 12 km/hr and after every km, he takes a rest for 1 minute, how many minutes will it take he to cover 6 km?",35,Application
"If a flight takes off at 3 AM and the duration of the flight is 8 hours, at what time will it land?",11:00 AM,Application
A transportation operates with a constant speed of 553 km/h. How long will it take to travel a distance of 1147 kilometers in minutes?,124,Application
"If a flight takes off at 10 AM and the duration of the flight is 10 hours, at what time will it land?",8:00 PM,Application
"If a man was 3 years 1 month old when he joined school and now he is 6 years 7 months old, for how long has he been in school?",3 years 6 months,Application
"If a man takes a leave of 5 days starting from Wednesday, 15 November, on which day may the leave end?","Monday, 20 November 2023",Application
"If a woman walks at a speed of 11 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 7 km?",68,Application
"If a boy takes a leave of 9 days starting from Wednesday, 05 July, on which day may the leave end?","Friday, 14 July 2023",Application
"If a man takes a leave of 7 days starting from Wednesday, 13 December, on which day may the leave end?","Wednesday, 20 December 2023",Application
"If a man takes a leave of 26 days starting from Saturday, 01 July, on which day may the leave end?","Thursday, 27 July 2023",Application
"If a girl is advised to take medicine every 56 minutes, how many times will she take the medicine in a day?",25,Application
A transportation operates with a constant speed of 633 km/h. How long will it take to travel a distance of 768 kilometers in minutes?,73,Application
"If a man takes a leave of 10 days starting from Saturday, 19 August, on which day may the leave end?","Tuesday, 29 August 2023",Application
"If a boy takes a leave of 22 days starting from Thursday, 04 May, on which day may the leave end?","Friday, 26 May 2023",Application
"If a man was 4 years 9 months old when he joined school and now he is 6 years 9 months old, for how long has he been in school?",2 years 0 month,Application
A transportation operates with a constant speed of 329 km/h. How long will it take to travel a distance of 1583 kilometers in minutes?,289,Application
"If a woman walks at a speed of 6 km/hr and after every km, she takes a rest for 3 minutes, how many minutes will it take she to cover 6 km?",75,Application
A transportation operates with a constant speed of 649 km/h. How long will it take to travel a distance of 1806 kilometers in minutes?,167,Application
A transportation operates with a constant speed of 710 km/h. How long will it take to travel a distance of 997 kilometers in minutes?,84,Application
"If a flight takes off at 6 PM and the duration of the flight is 5 hours, at what time will it land?",11:00 PM,Application
A transportation operates with a constant speed of 597 km/h. How long will it take to travel a distance of 1906 kilometers in minutes?,192,Application
"If a man is advised to take medicine every 140 minutes, how many times will he take the medicine in a day?",10,Application
A transportation operates with a constant speed of 342 km/h. How long will it take to travel a distance of 186 kilometers in minutes?,33,Application
A transportation operates with a constant speed of 788 km/h. How long will it take to travel a distance of 1861 kilometers in minutes?,142,Application
A transportation operates with a constant speed of 236 km/h. How long will it take to travel a distance of 1274 kilometers in minutes?,324,Application
"If a boy was 3 years 7 months old when he joined school and now he is 5 years 5 months old, for how long has he been in school?",1 year 10 months,Application
"If a man takes a leave of 18 days starting from Thursday, 16 March, on which day may the leave end?","Monday, 03 April 2023",Application
"If a boy walks at a speed of 6 km/hr and after every km, he takes a rest for 2 minutes, how many minutes will it take he to cover 5 km?",58,Application
"If a man is advised to take medicine every 55 minutes, how many times will he take the medicine in a day?",26,Application
"If a man takes a leave of 14 days starting from Saturday, 20 May, on which day may the leave end?","Saturday, 03 June 2023",Application
"If a man was 7 years 8 months old when he joined school and now he is 13 years 4 months old, for how long has he been in school?",5 years 8 months,Application
"If a woman takes a leave of 24 days starting from Friday, 27 January, on which day may the leave end?","Monday, 20 February 2023",Application
"If a flight takes off at 5 AM and the duration of the flight is 14 hours, at what time will it land?",7:00 PM,Application
"If a girl takes a leave of 17 days starting from Thursday, 01 June, on which day may the leave end?","Sunday, 18 June 2023",Application
A transportation operates with a constant speed of 224 km/h. How long will it take to travel a distance of 306 kilometers in minutes?,82,Application
"If a girl is advised to take medicine every 148 minutes, how many times will she take the medicine in a day?",9,Application
A transportation operates with a constant speed of 457 km/h. How long will it take to travel a distance of 1885 kilometers in minutes?,247,Application
"If a flight takes off at 9 AM and the duration of the flight is 7 hours, at what time will it land?",4:00 PM,Application
"If a man walks at a speed of 15 km/hr and after every km, he takes a rest for 4 minutes, how many minutes will it take he to cover 9 km?",68,Application
A transportation operates with a constant speed of 593 km/h. How long will it take to travel a distance of 1909 kilometers in minutes?,193,Application
A transportation operates with a constant speed of 424 km/h. How long will it take to travel a distance of 579 kilometers in minutes?,82,Application
"If a woman was 6 years 7 months old when she joined school and now she is 10 years 0 month old, for how long has she been in school?",3 years 5 months,Application
"If a boy is advised to take medicine every 151 minutes, how many times will he take the medicine in a day?",9,Application
"If a girl was 5 years 0 month old when she joined school and now she is 11 years 5 months old, for how long has she been in school?",6 years 5 months,Application
"If a boy takes a leave of 6 days starting from Thursday, 20 April, on which day may the leave end?","Wednesday, 26 April 2023",Application
"If a man was 7 years 9 months old when he joined school and now he is 10 years 2 months old, for how long has he been in school?",2 years 5 months,Application
"If a boy takes a leave of 28 days starting from Wednesday, 13 December, on which day may the leave end?","Wednesday, 10 January 2024",Application
"If a man was 5 years 3 months old when he joined school and now he is 9 years 5 months old, for how long has he been in school?",4 years 2 months,Application
A transportation operates with a constant speed of 737 km/h. How long will it take to travel a distance of 1420 kilometers in minutes?,116,Application
"If a man walks at a speed of 8 km/hr and after every km, he takes a rest for 2 minutes, how many minutes will it take he to cover 7 km?",64,Application
"If a woman is advised to take medicine every 72 minutes, how many times will she take the medicine in a day?",20,Application
"If a man is advised to take medicine every 51 minutes, how many times will he take the medicine in a day?",28,Application
"If a boy walks at a speed of 11 km/hr and after every km, he takes a rest for 4 minutes, how many minutes will it take he to cover 8 km?",71,Application
"If a girl was 3 years 11 months old when she joined school and now she is 12 years 4 months old, for how long has she been in school?",8 years 5 months,Application
"If a woman takes a leave of 3 days starting from Wednesday, 01 March, on which day may the leave end?","Saturday, 04 March 2023",Application
A transportation operates with a constant speed of 217 km/h. How long will it take to travel a distance of 264 kilometers in minutes?,73,Application
"If a flight takes off at 2 AM and the duration of the flight is 12 hours, at what time will it land?",2:00 PM,Application
"On Wednesday, Max went to a movie at 9:30 PM. The film was two hours long. At what time did the film end?",11:30 PM,Application
"If a boy was 3 years 9 months old when he joined school and now he is 11 years 3 months old, for how long has he been in school?",7 years 6 months,Application
"If a woman takes a leave of 4 days starting from Saturday, 11 March, on which day may the leave end?","Wednesday, 15 March 2023",Application
A transportation operates with a constant speed of 778 km/h. How long will it take to travel a distance of 1053 kilometers in minutes?,81,Application
"If a flight takes off at 1 PM and the duration of the flight is 8 hours, at what time will it land?",9:00 PM,Application
A transportation operates with a constant speed of 796 km/h. How long will it take to travel a distance of 559 kilometers in minutes?,42,Application
"If a man takes a leave of 14 days starting from Saturday, 12 August, on which day may the leave end?","Saturday, 26 August 2023",Application
"If a girl takes a leave of 14 days starting from Thursday, 23 November, on which day may the leave end?","Thursday, 07 December 2023",Application
"If a boy is advised to take medicine every 154 minutes, how many times will he take the medicine in a day?",9,Application
"If a man is advised to take medicine every 77 minutes, how many times will he take the medicine in a day?",18,Application
"If a girl takes a leave of 5 days starting from Wednesday, 12 April, on which day may the leave end?","Monday, 17 April 2023",Application
"If a flight takes off at 11 PM and the duration of the flight is 5 hours, at what time will it land?",4:00 AM,Application
A transportation operates with a constant speed of 772 km/h. How long will it take to travel a distance of 1089 kilometers in minutes?,85,Application
A transportation operates with a constant speed of 201 km/h. How long will it take to travel a distance of 1553 kilometers in minutes?,464,Application
"If a man was 4 years 3 months old when he joined school and now he is 14 years 6 months old, for how long has he been in school?",10 years 3 months,Application
A transportation operates with a constant speed of 578 km/h. How long will it take to travel a distance of 1948 kilometers in minutes?,202,Application
"If a girl was 7 years 9 months old when she joined school and now she is 8 years 0 month old, for how long has she been in school?",0 years 3 months,Application
"If a woman was 6 years 11 months old when she joined school and now she is 7 years 9 months old, for how long has she been in school?",0 years 10 months,Application
"If a flight takes off at 2 AM and the duration of the flight is 4 hours, at what time will it land?",6:00 AM,Application
"If a flight takes off at 4 AM and the duration of the flight is 8 hours, at what time will it land?",12:00 PM,Application
"If a woman takes a leave of 20 days starting from Tuesday, 14 November, on which day may the leave end?","Monday, 04 December 2023",Application
"If a flight takes off at 10 PM and the duration of the flight is 8 hours, at what time will it land?",6:00 AM,Application
