Question,Option A,Option B,Option C,Option D,Answer,Category
"If a man was 6 years 0 month old when he joined school and now he is 9 years 9 months old, for how long has he been in school?",3 years 9 months,3 years 11 months,4 years 11 months,4 years 10 months,A,Application
"If a man walks at a speed of 10 km/hr and after every km, he takes a rest for 5 minutes, how many minutes will it take he to cover 6 km?",61,67,57,68,A,Application
"If a man walks at a speed of 15 km/hr and after every km, he takes a rest for 4 minutes, how many minutes will it take he to cover 4 km?",28,19,38,22,A,Application
"If a girl walks at a speed of 12 km/hr and after every km, she takes a rest for 1 minute, how many minutes will it take she to cover 8 km?",47,39,42,45,A,Application
"If a girl walks at a speed of 12 km/hr and after every km, she takes a rest for 2 minutes, how many minutes will it take she to cover 10 km?",68,58,61,67,A,Application
A transportation operates with a constant speed of 239 km/h. How long will it take to travel a distance of 1981 kilometers in minutes?,497,467,512,527,A,Application
"If a boy was 6 years 7 months old when he joined school and now he is 14 years 10 months old, for how long has he been in school?",8 years 5 months,7 years 4 months,8 years 3 months,9 years 3 months,C,Application
"If a boy walks at a speed of 5 km/hr and after every km, he takes a rest for 5 minutes, how many minutes will it take he to cover 6 km?",93,95,104,97,D,Application
"If a girl walks at a speed of 9 km/hr and after every km, she takes a rest for 2 minutes, how many minutes will it take she to cover 4 km?",34,25,32,27,C,Application
"If a flight takes off at 3 AM and the duration of the flight is 7 hours, at what time will it land?",10:00 AM,11:00 PM,6:00 PM,12:00 PM,A,Application
A transportation operates with a constant speed of 149 km/h. How long will it take to travel a distance of 1397 kilometers in minutes?,533,548,593,563,D,Application
"If a man starts doing homework at 3 AM and finishes at 8 PM, how many hours did he spend on homework?",15 hours,17 hours,18 hours,19 hours,B,Application
"If a man was 3 years 3 months old when he joined school and now he is 8 years 8 months old, for how long has he been in school?",6 years 6 months,5 years 5 months,5 years 7 months,6 years 7 months,B,Application
"If a man is advised to take medicine every 75 minutes, how many times will he take the medicine in a day?",17,21,19,18,C,Application
A transportation operates with a constant speed of 662 km/h. How long will it take to travel a distance of 419 kilometers in minutes?,23,53,38,8,C,Application
"If a flight takes off at 12 AM and the duration of the flight is 1 hour, at what time will it land?",1:00 AM,1:00 PM,5:00 AM,2:00 AM,A,Application
A transportation operates with a constant speed of 80 km/h. How long will it take to travel a distance of 1851 kilometers in minutes?,1373,1403,1418,1388,D,Application
"If a girl walks at a speed of 10 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 7 km?",68,70,66,72,D,Application
"If a girl was 7 years 6 months old when she joined school and now she is 13 years 0 month old, for how long has she been in school?",5 years 8 months,5 years 7 months,6 years 8 months,5 years 6 months,D,Application
"If a flight takes off at 8 AM and the duration of the flight is 10 hours, at what time will it land?",8:00 AM,6:00 PM,9:00 PM,3:00 AM,B,Application
"If a boy walks at a speed of 8 km/hr and after every km, he takes a rest for 1 minute, how many minutes will it take he to cover 10 km?",84,77,82,94,A,Application
A transportation operates with a constant speed of 245 km/h. How long will it take to travel a distance of 1141 kilometers in minutes?,249,294,264,279,D,Application
"If a flight takes off at 2 PM and the duration of the flight is 9 hours, at what time will it land?",8:00 PM,11:00 PM,9:00 AM,3:00 PM,B,Application
"If a woman walks at a speed of 5 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 7 km?",116,124,114,106,C,Application
"If a flight takes off at 6 AM and the duration of the flight is 16 hours, at what time will it land?",6:00 PM,10:00 PM,12:00 PM,11:00 AM,B,Application
A transportation operates with a constant speed of 774 km/h. How long will it take to travel a distance of 398 kilometers in minutes?,1,46,61,31,D,Application
"If a boy was 5 years 9 months old when he joined school and now he is 14 years 2 months old, for how long has he been in school?",7 years 7 months,8 years 5 months,7 years 4 months,8 years 7 months,B,Application
"If a girl takes a leave of 7 days starting from Tuesday, 14 November, on which day may the leave end?","Friday, 17 November 2023","Tuesday, 19 December 2023","Thursday, 16 November 2023","Tuesday, 21 November 2023",D,Application
A transportation operates with a constant speed of 88 km/h. How long will it take to travel a distance of 961 kilometers in minutes?,625,670,640,655,D,Application
A transportation operates with a constant speed of 768 km/h. How long will it take to travel a distance of 1710 kilometers in minutes?,119,164,149,134,D,Application
"If a woman walks at a speed of 11 km/hr and after every km, she takes a rest for 1 minute, how many minutes will it take she to cover 5 km?",21,23,31,40,C,Application
"If a man is advised to take medicine every 122 minutes, how many times will he take the medicine in a day?",10,11,9,12,B,Application
A transportation operates with a constant speed of 164 km/h. How long will it take to travel a distance of 792 kilometers in minutes?,305,260,275,290,D,Application
"If a woman was 5 years 1 month old when she joined school and now she is 8 years 2 months old, for how long has she been in school?",2 years 1 month,2 years 2 months,3 years 0 month,3 years 1 month,D,Application
"If a boy walks at a speed of 12 km/hr and after every km, he takes a rest for 1 minute, how many minutes will it take he to cover 6 km?",26,35,31,30,B,Application
"If a flight takes off at 3 AM and the duration of the flight is 8 hours, at what time will it land?",11:00 AM,9:00 AM,8:00 AM,10:00 AM,A,Application
A transportation operates with a constant speed of 553 km/h. How long will it take to travel a distance of 1147 kilometers in minutes?,154,124,139,94,B,Application
"If a flight takes off at 10 AM and the duration of the flight is 10 hours, at what time will it land?",5:00 AM,12:00 AM,8:00 PM,7:00 PM,C,Application
"If a man was 3 years 1 month old when he joined school and now he is 6 years 7 months old, for how long has he been in school?",3 years 8 months,3 years 7 months,2 years 8 months,3 years 6 months,D,Application
"If a man takes a leave of 5 days starting from Wednesday, 15 November, on which day may the leave end?","Monday, 20 November 2023","Tuesday, 14 November 2023","Monday, 27 November 2023","Sunday, 10 December 2023",A,Application
"If a woman walks at a speed of 11 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 7 km?",65,66,68,62,C,Application
"If a boy takes a leave of 9 days starting from Wednesday, 05 July, on which day may the leave end?","Tuesday, 27 June 2023","Thursday, 13 July 2023","Thursday, 20 July 2023","Friday, 14 July 2023",D,Application
"If a man takes a leave of 7 days starting from Wednesday, 13 December, on which day may the leave end?","Tuesday, 21 November 2023","Saturday, 30 December 2023","Monday, 25 December 2023","Wednesday, 20 December 2023",D,Application
"If a man takes a leave of 26 days starting from Saturday, 01 July, on which day may the leave end?","Thursday, 27 July 2023","Sunday, 23 July 2023","Tuesday, 18 July 2023","Monday, 31 July 2023",A,Application
"If a girl is advised to take medicine every 56 minutes, how many times will she take the medicine in a day?",24,25,23,26,B,Application
A transportation operates with a constant speed of 633 km/h. How long will it take to travel a distance of 768 kilometers in minutes?,58,73,88,43,B,Application
"If a man takes a leave of 10 days starting from Saturday, 19 August, on which day may the leave end?","Saturday, 09 September 2023","Monday, 21 August 2023","Friday, 11 August 2023","Tuesday, 29 August 2023",D,Application
"If a boy takes a leave of 22 days starting from Thursday, 04 May, on which day may the leave end?","Thursday, 11 May 2023","Sunday, 30 April 2023","Friday, 19 May 2023","Friday, 26 May 2023",D,Application
"If a man was 4 years 9 months old when he joined school and now he is 6 years 9 months old, for how long has he been in school?",3 years 0 month,3 years 2 months,2 years 0 month,1 year 2 months,C,Application
A transportation operates with a constant speed of 329 km/h. How long will it take to travel a distance of 1583 kilometers in minutes?,274,259,304,289,D,Application
"If a woman walks at a speed of 6 km/hr and after every km, she takes a rest for 3 minutes, how many minutes will it take she to cover 6 km?",76,75,68,83,B,Application
A transportation operates with a constant speed of 649 km/h. How long will it take to travel a distance of 1806 kilometers in minutes?,152,167,137,182,B,Application
A transportation operates with a constant speed of 710 km/h. How long will it take to travel a distance of 997 kilometers in minutes?,69,114,54,84,D,Application
"If a flight takes off at 6 PM and the duration of the flight is 5 hours, at what time will it land?",11:00 PM,2:00 PM,10:00 AM,8:00 AM,A,Application
A transportation operates with a constant speed of 597 km/h. How long will it take to travel a distance of 1906 kilometers in minutes?,207,222,162,192,D,Application
"If a man is advised to take medicine every 140 minutes, how many times will he take the medicine in a day?",8,11,9,10,D,Application
A transportation operates with a constant speed of 342 km/h. How long will it take to travel a distance of 186 kilometers in minutes?,33,18,48,63,A,Application
A transportation operates with a constant speed of 788 km/h. How long will it take to travel a distance of 1861 kilometers in minutes?,127,112,157,142,D,Application
A transportation operates with a constant speed of 236 km/h. How long will it take to travel a distance of 1274 kilometers in minutes?,324,309,294,354,A,Application
"If a boy was 3 years 7 months old when he joined school and now he is 5 years 5 months old, for how long has he been in school?",1 year 10 months,0 years 10 months,2 years 11 months,1 year 11 months,A,Application
"If a man takes a leave of 18 days starting from Thursday, 16 March, on which day may the leave end?","Tuesday, 18 April 2023","Wednesday, 26 April 2023","Monday, 17 April 2023","Monday, 03 April 2023",D,Application
"If a boy walks at a speed of 6 km/hr and after every km, he takes a rest for 2 minutes, how many minutes will it take he to cover 5 km?",63,58,68,49,B,Application
"If a man is advised to take medicine every 55 minutes, how many times will he take the medicine in a day?",28,25,26,27,C,Application
"If a man takes a leave of 14 days starting from Saturday, 20 May, on which day may the leave end?","Tuesday, 23 May 2023","Sunday, 11 June 2023","Friday, 05 May 2023","Saturday, 03 June 2023",D,Application
"If a man was 7 years 8 months old when he joined school and now he is 13 years 4 months old, for how long has he been in school?",5 years 10 months,5 years 8 months,4 years 9 months,4 years 8 months,B,Application
"If a woman takes a leave of 24 days starting from Friday, 27 January, on which day may the leave end?","Thursday, 16 March 2023","Monday, 13 February 2023","Monday, 20 February 2023","Monday, 23 January 2023",C,Application
"If a flight takes off at 5 AM and the duration of the flight is 14 hours, at what time will it land?",10:00 PM,4:00 AM,7:00 PM,5:00 PM,C,Application
"If a girl takes a leave of 17 days starting from Thursday, 01 June, on which day may the leave end?","Sunday, 09 July 2023","Thursday, 15 June 2023","Sunday, 18 June 2023","Thursday, 25 May 2023",C,Application
A transportation operates with a constant speed of 224 km/h. How long will it take to travel a distance of 306 kilometers in minutes?,52,82,112,67,B,Application
"If a girl is advised to take medicine every 148 minutes, how many times will she take the medicine in a day?",9,8,11,10,A,Application
A transportation operates with a constant speed of 457 km/h. How long will it take to travel a distance of 1885 kilometers in minutes?,277,232,247,217,C,Application
"If a flight takes off at 9 AM and the duration of the flight is 7 hours, at what time will it land?",4:00 PM,12:00 PM,6:00 PM,7:00 PM,A,Application
"If a man walks at a speed of 15 km/hr and after every km, he takes a rest for 4 minutes, how many minutes will it take he to cover 9 km?",68,66,75,60,A,Application
A transportation operates with a constant speed of 593 km/h. How long will it take to travel a distance of 1909 kilometers in minutes?,223,178,193,163,C,Application
A transportation operates with a constant speed of 424 km/h. How long will it take to travel a distance of 579 kilometers in minutes?,67,82,112,97,B,Application
"If a woman was 6 years 7 months old when she joined school and now she is 10 years 0 month old, for how long has she been in school?",3 years 5 months,2 years 4 months,4 years 7 months,3 years 4 months,A,Application
"If a boy is advised to take medicine every 151 minutes, how many times will he take the medicine in a day?",11,10,8,9,D,Application
"If a girl was 5 years 0 month old when she joined school and now she is 11 years 5 months old, for how long has she been in school?",5 years 4 months,5 years 7 months,6 years 5 months,7 years 6 months,C,Application
"If a boy takes a leave of 6 days starting from Thursday, 20 April, on which day may the leave end?","Friday, 31 March 2023","Friday, 07 April 2023","Thursday, 06 April 2023","Wednesday, 26 April 2023",D,Application
"If a man was 7 years 9 months old when he joined school and now he is 10 years 2 months old, for how long has he been in school?",2 years 4 months,1 year 6 months,1 year 5 months,2 years 5 months,D,Application
"If a boy takes a leave of 28 days starting from Wednesday, 13 December, on which day may the leave end?","Tuesday, 23 January 2024","Tuesday, 09 January 2024","Wednesday, 10 January 2024","Tuesday, 30 January 2024",C,Application
"If a man was 5 years 3 months old when he joined school and now he is 9 years 5 months old, for how long has he been in school?",5 years 3 months,4 years 2 months,4 years 3 months,3 years 4 months,B,Application
A transportation operates with a constant speed of 737 km/h. How long will it take to travel a distance of 1420 kilometers in minutes?,101,131,116,86,C,Application
"If a man walks at a speed of 8 km/hr and after every km, he takes a rest for 2 minutes, how many minutes will it take he to cover 7 km?",73,64,70,65,B,Application
"If a woman is advised to take medicine every 72 minutes, how many times will she take the medicine in a day?",19,22,21,20,D,Application
"If a man is advised to take medicine every 51 minutes, how many times will he take the medicine in a day?",30,28,29,26,B,Application
"If a boy walks at a speed of 11 km/hr and after every km, he takes a rest for 4 minutes, how many minutes will it take he to cover 8 km?",62,63,61,71,D,Application
"If a girl was 3 years 11 months old when she joined school and now she is 12 years 4 months old, for how long has she been in school?",8 years 7 months,7 years 5 months,8 years 5 months,9 years 4 months,C,Application
"If a woman takes a leave of 3 days starting from Wednesday, 01 March, on which day may the leave end?","Wednesday, 08 March 2023","Saturday, 04 March 2023","Friday, 24 March 2023","Thursday, 02 March 2023",B,Application
A transportation operates with a constant speed of 217 km/h. How long will it take to travel a distance of 264 kilometers in minutes?,103,58,88,73,D,Application
"If a flight takes off at 2 AM and the duration of the flight is 12 hours, at what time will it land?",4:00 AM,2:00 PM,3:00 PM,1:00 PM,B,Application
"On Wednesday, Max went to a movie at 9:30 PM. The film was two hours long. At what time did the film end?",11:30 PM,12:00 AM,10:50 PM,11:20 PM,A,Application
"If a boy was 3 years 9 months old when he joined school and now he is 11 years 3 months old, for how long has he been in school?",6 years 5 months,8 years 6 months,7 years 6 months,6 years 6 months,C,Application
"If a woman takes a leave of 4 days starting from Saturday, 11 March, on which day may the leave end?","Saturday, 25 February 2023","Saturday, 25 March 2023","Wednesday, 15 March 2023","Saturday, 18 February 2023",C,Application
A transportation operates with a constant speed of 778 km/h. How long will it take to travel a distance of 1053 kilometers in minutes?,81,51,66,111,A,Application
"If a flight takes off at 1 PM and the duration of the flight is 8 hours, at what time will it land?",1:00 PM,10:00 AM,11:00 PM,9:00 PM,D,Application
A transportation operates with a constant speed of 796 km/h. How long will it take to travel a distance of 559 kilometers in minutes?,72,42,12,57,B,Application
"If a man takes a leave of 14 days starting from Saturday, 12 August, on which day may the leave end?","Thursday, 21 September 2023","Saturday, 19 August 2023","Saturday, 16 September 2023","Saturday, 26 August 2023",D,Application
"If a girl takes a leave of 14 days starting from Thursday, 23 November, on which day may the leave end?","Thursday, 07 December 2023","Wednesday, 08 November 2023","Wednesday, 03 January 2024","Friday, 05 January 2024",A,Application
"If a boy is advised to take medicine every 154 minutes, how many times will he take the medicine in a day?",9,8,7,10,A,Application
"If a man is advised to take medicine every 77 minutes, how many times will he take the medicine in a day?",19,18,17,20,B,Application
"If a girl takes a leave of 5 days starting from Wednesday, 12 April, on which day may the leave end?","Tuesday, 16 May 2023","Thursday, 23 March 2023","Monday, 17 April 2023","Wednesday, 05 April 2023",C,Application
"If a flight takes off at 11 PM and the duration of the flight is 5 hours, at what time will it land?",8:00 PM,1:00 AM,12:00 AM,4:00 AM,D,Application
A transportation operates with a constant speed of 772 km/h. How long will it take to travel a distance of 1089 kilometers in minutes?,70,115,85,100,C,Application
A transportation operates with a constant speed of 201 km/h. How long will it take to travel a distance of 1553 kilometers in minutes?,449,434,464,479,C,Application
"If a man was 4 years 3 months old when he joined school and now he is 14 years 6 months old, for how long has he been in school?",10 years 2 months,9 years 5 months,10 years 3 months,11 years 3 months,C,Application
A transportation operates with a constant speed of 578 km/h. How long will it take to travel a distance of 1948 kilometers in minutes?,187,172,217,202,D,Application
"If a girl was 7 years 9 months old when she joined school and now she is 8 years 0 month old, for how long has she been in school?",0 years 3 months,0 years 2 months,0 years 4 months,1 year 5 months,A,Application
"If a woman was 6 years 11 months old when she joined school and now she is 7 years 9 months old, for how long has she been in school?",1 year 11 months,0 years 9 months,2 years 0 month,0 years 10 months,D,Application
"If a flight takes off at 2 AM and the duration of the flight is 4 hours, at what time will it land?",5:00 AM,2:00 PM,3:00 PM,6:00 AM,D,Application
"If a flight takes off at 4 AM and the duration of the flight is 8 hours, at what time will it land?",3:00 PM,10:00 AM,12:00 PM,10:00 PM,C,Application
"If a woman takes a leave of 20 days starting from Tuesday, 14 November, on which day may the leave end?","Tuesday, 07 November 2023","Monday, 04 December 2023","Tuesday, 12 December 2023","Monday, 18 December 2023",B,Application
"If a flight takes off at 10 PM and the duration of the flight is 8 hours, at what time will it land?",2:00 AM,9:00 AM,8:00 AM,6:00 AM,D,Application
"If a flight takes off at 12 AM and the duration of the flight is 10 hours, at what time will it land?",10:00 AM,11:00 AM,10:00 PM,7:00 PM,A,Application
"If a man takes a leave of 10 days starting from Monday, 05 June, on which day may the leave end?","Thursday, 06 July 2023","Friday, 30 June 2023","Saturday, 10 June 2023","Thursday, 15 June 2023",D,Application
"If a flight takes off at 10 PM and the duration of the flight is 7 hours, at what time will it land?",4:00 AM,5:00 AM,2:00 AM,3:00 AM,B,Application
A transportation operates with a constant speed of 53 km/h. How long will it take to travel a distance of 354 kilometers in minutes?,431,401,386,416,B,Application
"If a woman is advised to take medicine every 108 minutes, how many times will she take the medicine in a day?",11,15,13,14,C,Application
A transportation operates with a constant speed of 164 km/h. How long will it take to travel a distance of 1972 kilometers in minutes?,706,721,736,691,B,Application
"If a girl is advised to take medicine every 99 minutes, how many times will she take the medicine in a day?",14,15,12,13,A,Application
"If a girl takes a leave of 22 days starting from Monday, 19 June, on which day may the leave end?","Sunday, 18 June 2023","Saturday, 22 July 2023","Saturday, 29 July 2023","Tuesday, 11 July 2023",D,Application
"If a girl walks at a speed of 13 km/hr and after every km, she takes a rest for 1 minute, how many minutes will it take she to cover 8 km?",33,44,43,53,C,Application
"If a man takes a leave of 29 days starting from Thursday, 26 October, on which day may the leave end?","Friday, 03 November 2023","Sunday, 03 December 2023","Friday, 24 November 2023","Sunday, 10 December 2023",C,Application
"If a flight takes off at 2 PM and the duration of the flight is 4 hours, at what time will it land?",2:00 AM,3:00 AM,9:00 PM,6:00 PM,D,Application
"If a man walks at a speed of 12 km/hr and after every km, he takes a rest for 1 minute, how many minutes will it take he to cover 10 km?",64,68,59,55,C,Application
"If a boy was 5 years 7 months old when he joined school and now he is 9 years 2 months old, for how long has he been in school?",3 years 9 months,4 years 9 months,3 years 7 months,4 years 6 months,C,Application
"If a man was 5 years 8 months old when he joined school and now he is 11 years 3 months old, for how long has he been in school?",5 years 7 months,4 years 7 months,4 years 8 months,4 years 9 months,A,Application
"If a man takes a leave of 13 days starting from Tuesday, 20 June, on which day may the leave end?","Friday, 09 June 2023","Friday, 28 July 2023","Monday, 03 July 2023","Saturday, 22 July 2023",C,Application
"If a man was 4 years 7 months old when he joined school and now he is 14 years 1 month old, for how long has he been in school?",8 years 7 months,9 years 6 months,9 years 7 months,8 years 5 months,B,Application
"If a woman is advised to take medicine every 71 minutes, how many times will she take the medicine in a day?",18,20,22,21,B,Application
"If a girl was 4 years 6 months old when she joined school and now she is 6 years 0 month old, for how long has she been in school?",2 years 8 months,0 years 6 months,1 year 6 months,2 years 6 months,C,Application
"If a boy was 7 years 1 month old when he joined school and now he is 14 years 2 months old, for how long has he been in school?",7 years 1 month,7 years 3 months,8 years 2 months,6 years 0 month,A,Application
"If a flight takes off at 5 AM and the duration of the flight is 2 hours, at what time will it land?",5:00 AM,7:00 AM,11:00 PM,3:00 AM,B,Application
"If a woman was 3 years 11 months old when she joined school and now she is 4 years 5 months old, for how long has she been in school?",0 years 5 months,1 year 7 months,0 years 8 months,0 years 6 months,D,Application
"If a woman takes a leave of 7 days starting from Friday, 10 March, on which day may the leave end?","Saturday, 25 February 2023","Thursday, 23 February 2023","Friday, 17 March 2023","Saturday, 08 April 2023",C,Application
"If a man was 7 years 2 months old when he joined school and now he is 8 years 11 months old, for how long has he been in school?",1 year 10 months,1 year 9 months,1 year 11 months,1 year 8 months,B,Application
"If a girl takes a leave of 3 days starting from Tuesday, 05 September, on which day may the leave end?","Friday, 08 September 2023","Saturday, 16 September 2023","Thursday, 28 September 2023","Tuesday, 15 August 2023",A,Application
A transportation operates with a constant speed of 184 km/h. How long will it take to travel a distance of 1998 kilometers in minutes?,667,637,682,652,D,Application
A transportation operates with a constant speed of 260 km/h. How long will it take to travel a distance of 1280 kilometers in minutes?,280,295,310,325,B,Application
"If a man takes a leave of 25 days starting from Sunday, 01 January, on which day may the leave end?","Friday, 17 February 2023","Thursday, 26 January 2023","Tuesday, 03 January 2023","Wednesday, 28 December 2022",B,Application
"If a boy takes a leave of 27 days starting from Tuesday, 08 August, on which day may the leave end?","Monday, 04 September 2023","Wednesday, 04 October 2023","Friday, 11 August 2023","Wednesday, 27 September 2023",A,Application
A transportation operates with a constant speed of 750 km/h. How long will it take to travel a distance of 1545 kilometers in minutes?,109,94,139,124,D,Application
"If a man takes a leave of 6 days starting from Wednesday, 19 July, on which day may the leave end?","Sunday, 30 July 2023","Tuesday, 25 July 2023","Wednesday, 05 July 2023","Friday, 04 August 2023",B,Application
"If a girl walks at a speed of 5 km/hr and after every km, she takes a rest for 2 minutes, how many minutes will it take she to cover 4 km?",54,59,56,44,A,Application
"If a man walks at a speed of 6 km/hr and after every km, he takes a rest for 5 minutes, how many minutes will it take he to cover 5 km?",74,67,70,65,C,Application
"If a man was 5 years 1 month old when he joined school and now he is 7 years 7 months old, for how long has he been in school?",1 year 7 months,3 years 8 months,2 years 6 months,3 years 6 months,C,Application
"If a woman walks at a speed of 7 km/hr and after every km, she takes a rest for 3 minutes, how many minutes will it take she to cover 5 km?",58,54,52,51,B,Application
"If a boy was 3 years 1 month old when he joined school and now he is 8 years 2 months old, for how long has he been in school?",5 years 0 month,4 years 0 month,5 years 1 month,5 years 2 months,C,Application
"If a girl takes a leave of 29 days starting from Sunday, 09 July, on which day may the leave end?","Sunday, 20 August 2023","Monday, 07 August 2023","Thursday, 03 August 2023","Thursday, 10 August 2023",B,Application
"If a man walks at a speed of 15 km/hr and after every km, he takes a rest for 3 minutes, how many minutes will it take he to cover 6 km?",44,39,48,40,B,Application
A transportation operates with a constant speed of 444 km/h. How long will it take to travel a distance of 999 kilometers in minutes?,105,135,165,150,B,Application
"If a woman starts doing homework at 1 AM and finishes at 7 PM, how many hours did she spend on homework?",16 hours,18 hours,17 hours,19 hours,B,Application
"If a girl starts doing homework at 4 AM and finishes at 7 PM, how many hours did she spend on homework?",15 hours,14 hours,13 hours,17 hours,A,Application
"If a boy walks at a speed of 13 km/hr and after every km, he takes a rest for 2 minutes, how many minutes will it take he to cover 5 km?",21,40,31,37,C,Application
"If a woman takes a leave of 18 days starting from Wednesday, 05 July, on which day may the leave end?","Sunday, 23 July 2023","Monday, 26 June 2023","Wednesday, 26 July 2023","Saturday, 29 July 2023",A,Application
A transportation operates with a constant speed of 509 km/h. How long will it take to travel a distance of 1153 kilometers in minutes?,136,151,166,121,A,Application
"If a girl takes a leave of 18 days starting from Wednesday, 15 February, on which day may the leave end?","Thursday, 23 March 2023","Thursday, 16 March 2023","Sunday, 05 March 2023","Tuesday, 07 February 2023",C,Application
"If a girl walks at a speed of 15 km/hr and after every km, she takes a rest for 4 minutes, how many minutes will it take she to cover 10 km?",74,82,76,83,C,Application
"If a woman starts doing homework at 5 AM and finishes at 11 PM, how many hours did she spend on homework?",19 hours,16 hours,17 hours,18 hours,D,Application
"If a boy takes a leave of 4 days starting from Saturday, 25 March, on which day may the leave end?","Wednesday, 29 March 2023","Sunday, 02 April 2023","Tuesday, 28 March 2023","Wednesday, 19 April 2023",A,Application
"If a woman takes a leave of 29 days starting from Thursday, 08 June, on which day may the leave end?","Sunday, 30 July 2023","Saturday, 22 July 2023","Wednesday, 19 July 2023","Friday, 07 July 2023",D,Application
"If a woman takes a leave of 28 days starting from Monday, 09 October, on which day may the leave end?","Monday, 06 November 2023","Saturday, 11 November 2023","Thursday, 26 October 2023","Friday, 24 November 2023",A,Application
"If a girl was 7 years 1 month old when she joined school and now she is 13 years 11 months old, for how long has she been in school?",8 years 0 month,7 years 10 months,6 years 11 months,6 years 10 months,D,Application
A transportation operates with a constant speed of 564 km/h. How long will it take to travel a distance of 1803 kilometers in minutes?,207,222,177,192,D,Application
"If a boy was 4 years 0 month old when he joined school and now he is 13 years 11 months old, for how long has he been in school?",10 years 11 months,9 years 11 months,9 years 1 month,9 years 10 months,B,Application
A transportation operates with a constant speed of 91 km/h. How long will it take to travel a distance of 65 kilometers in minutes?,28,73,13,43,D,Application
A transportation operates with a constant speed of 111 km/h. How long will it take to travel a distance of 1069 kilometers in minutes?,578,608,563,593,A,Application
"If a girl takes a leave of 5 days starting from Sunday, 08 October, on which day may the leave end?","Saturday, 11 November 2023","Friday, 13 October 2023","Wednesday, 08 November 2023","Thursday, 21 September 2023",B,Application
"If a girl was 5 years 1 month old when she joined school and now she is 8 years 0 month old, for how long has she been in school?",3 years 10 months,2 years 0 month,3 years 11 months,2 years 11 months,D,Application
"If a woman walks at a speed of 8 km/hr and after every km, she takes a rest for 5 minutes, how many minutes will it take she to cover 4 km?",45,48,37,40,A,Application
"If a man takes a leave of 7 days starting from Thursday, 07 September, on which day may the leave end?","Thursday, 14 September 2023","Friday, 29 September 2023","Tuesday, 15 August 2023","Friday, 18 August 2023",A,Application
"If a flight takes off at 4 AM and the duration of the flight is 4 hours, at what time will it land?",12:00 AM,11:00 AM,10:00 AM,8:00 AM,D,Application
A transportation operates with a constant speed of 425 km/h. How long will it take to travel a distance of 1891 kilometers in minutes?,267,282,297,237,A,Application
"If a woman takes a leave of 19 days starting from Wednesday, 22 March, on which day may the leave end?","Wednesday, 15 March 2023","Monday, 24 April 2023","Monday, 10 April 2023","Friday, 21 April 2023",C,Application
"If a man starts doing homework at 6 AM and finishes at 11 PM, how many hours did he spend on homework?",19 hours,18 hours,17 hours,15 hours,C,Application
"If a girl takes a leave of 22 days starting from Monday, 06 February, on which day may the leave end?","Sunday, 26 March 2023","Wednesday, 01 February 2023","Tuesday, 28 February 2023","Wednesday, 01 March 2023",C,Application
"If a man walks at a speed of 5 km/hr and after every km, he takes a rest for 4 minutes, how many minutes will it take he to cover 8 km?",117,124,122,127,B,Application
"If a boy takes a leave of 13 days starting from Monday, 02 January, on which day may the leave end?","Monday, 23 January 2023","Monday, 06 February 2023","Monday, 13 February 2023","Sunday, 15 January 2023",D,Application
"If a girl walks at a speed of 5 km/hr and after every km, she takes a rest for 2 minutes, how many minutes will it take she to cover 7 km?",89,96,88,91,B,Application
"If a man was 5 years 7 months old when he joined school and now he is 14 years 1 month old, for how long has he been in school?",9 years 5 months,8 years 6 months,9 years 8 months,7 years 8 months,B,Application
"If a flight takes off at 6 AM and the duration of the flight is 11 hours, at what time will it land?",9:00 AM,2:00 PM,8:00 AM,5:00 PM,D,Application
"If a boy is advised to take medicine every 109 minutes, how many times will he take the medicine in a day?",11,12,13,15,C,Application
"If a girl takes a leave of 16 days starting from Thursday, 16 November, on which day may the leave end?","Wednesday, 15 November 2023","Monday, 11 December 2023","Saturday, 02 December 2023","Monday, 13 November 2023",C,Application
A transportation operates with a constant speed of 433 km/h. How long will it take to travel a distance of 180 kilometers in minutes?,25,40,10,55,A,Application
"If a woman was 4 years 9 months old when she joined school and now she is 8 years 11 months old, for how long has she been in school?",5 years 4 months,4 years 2 months,5 years 1 month,3 years 4 months,B,Application
A transportation operates with a constant speed of 413 km/h. How long will it take to travel a distance of 868 kilometers in minutes?,96,141,126,111,C,Application
"If a man takes a leave of 21 days starting from Thursday, 27 July, on which day may the leave end?","Monday, 04 September 2023","Thursday, 17 August 2023","Saturday, 12 August 2023","Saturday, 02 September 2023",B,Application
"If a flight takes off at 5 PM and the duration of the flight is 4 hours, at what time will it land?",9:00 PM,12:00 PM,10:00 AM,8:00 PM,A,Application
A transportation operates with a constant speed of 136 km/h. How long will it take to travel a distance of 1551 kilometers in minutes?,684,669,699,714,A,Application
"If a boy was 4 years 8 months old when he joined school and now he is 9 years 10 months old, for how long has he been in school?",5 years 2 months,4 years 4 months,6 years 2 months,5 years 4 months,A,Application
"If a boy takes a leave of 27 days starting from Thursday, 10 August, on which day may the leave end?","Wednesday, 20 September 2023","Thursday, 31 August 2023","Wednesday, 06 September 2023","Thursday, 05 October 2023",C,Application
"If a boy walks at a speed of 14 km/hr and after every km, he takes a rest for 3 minutes, how many minutes will it take he to cover 8 km?",45,61,47,55,D,Application
